CPU: Intel Sandy Bridge microarchitecture, speed 2.301e+06 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 200000
samples  cum. samples  %        cum. %     linenr info                 image name               symbol name
24       5554200       4.3e-04  99.9644    inet_connection_sock.c:284  vmlinux                  inet_csk_accept
23       5554223       4.1e-04  99.9648    huge.c:106                  redis-server             huge_ralloc
22       5554245       4.0e-04  99.9652    super.c:1225                vmlinux                  __sb_start_write
22       5554267       4.0e-04  99.9656    core.c:3644                 vmlinux                  __wake_up_locked
22       5554289       4.0e-04  99.9660    page_alloc.c:2636           vmlinux                  free_pages
21       5554310       3.8e-04  99.9664    fair.c:2153                 vmlinux                  hrtick_update
21       5554331       3.8e-04  99.9668    fair.c:2975                 vmlinux                  pick_next_task_fair
21       5554352       3.8e-04  99.9671    rcutree.c:1841              vmlinux                  rcu_process_callbacks
20       5554372       3.6e-04  99.9675    (no location information)   libc-2.16.so             _IO_default_xsputn
20       5554392       3.6e-04  99.9679    networking.c:449            redis-server             addReplyMultiBulkLen
20       5554412       3.6e-04  99.9682    page_alloc.c:2601           vmlinux                  __get_free_pages
20       5554432       3.6e-04  99.9686    super.c:1181                vmlinux                  __sb_end_write
20       5554452       3.6e-04  99.9689    core.c:1938                 vmlinux                  finish_task_switch
20       5554472       3.6e-04  99.9693    filemap.c:2077              vmlinux                  generic_write_checks
20       5554492       3.6e-04  99.9697    core.c:648                  vmlinux                  perf_pmu_rotate_start.isra.52
18       5554510       3.2e-04  99.9700    perf_event.c:846            vmlinux                  x86_pmu_enable
17       5554527       3.1e-04  99.9703    redis.c:348                 redis-server             mstime
17       5554544       3.1e-04  99.9706    fair.c:1169                 vmlinux                  dequeue_entity
17       5554561       3.1e-04  99.9709    eventpoll.c:1421            vmlinux                  ep_set_mstimeout
16       5554577       2.9e-04  99.9712    extent.c:39                 redis-server             extent_tree_ad_search
16       5554593       2.9e-04  99.9715    hrtimer.c:1053              vmlinux                  hrtimer_try_to_cancel
16       5554609       2.9e-04  99.9718    apic_flat_64.c:246          vmlinux                  physflat_send_IPI_mask
15       5554624       2.7e-04  99.9720    (no location information)   ld-2.16.so               __tls_get_addr
15       5554639       2.7e-04  99.9723    arena.c:515                 redis-server             arena_chunk_alloc
15       5554654       2.7e-04  99.9726    spinlock.c:120              vmlinux                  _raw_spin_trylock
15       5554669       2.7e-04  99.9728    hrtimer.c:137               vmlinux                  lock_hrtimer_base.isra.22
15       5554684       2.7e-04  99.9731    fcntl.c:472                 vmlinux                  sys_fcntl
14       5554698       2.5e-04  99.9734    (no location information)   libc-2.16.so             __strcpy_sse2_unaligned
14       5554712       2.5e-04  99.9736    extent.c:39                 redis-server             extent_tree_ad_remove
14       5554726       2.5e-04  99.9739    time.c:223                  vmlinux                  current_fs_time
14       5554740       2.5e-04  99.9741    slub.c:2395                 vmlinux                  kmem_cache_alloc_trace
14       5554754       2.5e-04  99.9744    traps.c:597                 vmlinux                  math_state_restore
14       5554768       2.5e-04  99.9746    radix-tree.c:206            vmlinux                  radix_tree_node_alloc
14       5554782       2.5e-04  99.9749    radix-tree.c:1403           vmlinux                  radix_tree_node_ctor
13       5554795       2.3e-04  99.9751    (no location information)   libpthread-2.16.so       __close_nocancel
13       5554808       2.3e-04  99.9753    ae.c:155                    redis-server             aeAddMillisecondsToNow
13       5554821       2.3e-04  99.9756    db.c:182                    redis-server             selectDb
13       5554834       2.3e-04  99.9758    swap.c:377                  vmlinux                  __activate_page
13       5554847       2.3e-04  99.9760    rcutree.c:1926              vmlinux                  __call_rcu
13       5554860       2.3e-04  99.9763    ip_output.c:790             vmlinux                  __ip_append_data.isra.38
13       5554873       2.3e-04  99.9765    tcp.c:2367                  vmlinux                  do_tcp_setsockopt.isra.34
13       5554886       2.3e-04  99.9767    inode.c:1657                vmlinux                  file_update_time
13       5554899       2.3e-04  99.9770    rcutree.c:202               vmlinux                  rcu_note_context_switch
13       5554912       2.3e-04  99.9772    rcutree.c:999               vmlinux                  rcu_process_gp_end.isra.29
13       5554925       2.3e-04  99.9774    clock.c:242                 vmlinux                  sched_clock_tick
12       5554937       2.2e-04  99.9777    (no location information)   libpthread-2.16.so       accept
12       5554949       2.2e-04  99.9779    object.c:93                 redis-server             dupStringObject
12       5554961       2.2e-04  99.9781    redis.c:591                 redis-server             incrementallyRehash
12       5554973       2.2e-04  99.9783    route.c:1884                vmlinux                  __ip_route_output_key
12       5554985       2.2e-04  99.9785    rbtree.c:28                 vmlinux                  __rb_rotate_left
12       5554997       2.2e-04  99.9787    core.c:736                  vmlinux                  deactivate_task
12       5555009       2.2e-04  99.9790    sync.c:235                  vmlinux                  generic_write_sync
11       5555020       2.0e-04  99.9792    arena.c:1786                redis-server             arena_dalloc_large
11       5555031       2.0e-04  99.9794    zmalloc.c:221               redis-server             zmalloc_used_memory
11       5555042       2.0e-04  99.9796    libahci.c:1731              vmlinux                  ahci_interrupt
11       5555053       2.0e-04  99.9798    timekeeping.c:1315          vmlinux                  current_kernel_time
11       5555064       2.0e-04  99.9800    smp.c:140                   vmlinux                  generic_exec_single
11       5555075       2.0e-04  99.9801    file_table.c:107            vmlinux                  get_empty_filp
11       5555086       2.0e-04  99.9803    hooks.c:2550                vmlinux                  selinux_inode_alloc_security
10       5555096       1.8e-04  99.9805    (no location information)   libc-2.16.so             strchrnul
10       5555106       1.8e-04  99.9807    dict.c:448                  redis-server             _dictClear
10       5555116       1.8e-04  99.9809    dcache.c:1275               vmlinux                  __d_alloc
10       5555126       1.8e-04  99.9811    ip_output.c:1284            vmlinux                  __ip_make_skb
10       5555136       1.8e-04  99.9812    namespace.c:233             vmlinux                  __mnt_is_readonly
10       5555146       1.8e-04  99.9814    swap.c:404                  vmlinux                  activate_page
10       5555156       1.8e-04  99.9816    file.c:431                  vmlinux                  alloc_fd
10       5555166       1.8e-04  99.9818    inode.c:1438                vmlinux                  iput
10       5555176       1.8e-04  99.9820    clock.c:311                 vmlinux                  local_clock
10       5555186       1.8e-04  99.9821    core.c:3463                 vmlinux                  schedule
9        5555195       1.6e-04  99.9823    extent.c:39                 redis-server             extent_tree_ad_insert
9        5555204       1.6e-04  99.9825    huge.c:221                  redis-server             huge_salloc
9        5555213       1.6e-04  99.9826    fair.c:1154                 vmlinux                  clear_buddies
9        5555222       1.6e-04  99.9828    inode.c:535                 vmlinux                  evict
9        5555231       1.6e-04  99.9830    hooks.c:1163                vmlinux                  inode_doinit_with_dentry
9        5555240       1.6e-04  99.9831    namespace.c:365             vmlinux                  mnt_clone_write
9        5555249       1.6e-04  99.9833    idle_task.c:26              vmlinux                  pick_next_task_idle
9        5555258       1.6e-04  99.9834    random32.c:55               vmlinux                  prandom32
9        5555267       1.6e-04  99.9836    mempolicy.c:1638            vmlinux                  slab_node
9        5555276       1.6e-04  99.9838    core.c:4170                 vmlinux                  task_nice
8        5555284       1.4e-04  99.9839    (no location information)   libc-2.16.so             _itoa_word
8        5555292       1.4e-04  99.9841    (no location information)   libc-2.16.so             inet_ntoa
8        5555300       1.4e-04  99.9842    rcutree.c:926               vmlinux                  check_for_new_grace_period.isra.31
8        5555308       1.4e-04  99.9843    file.c:249                  vmlinux                  expand_files
8        5555316       1.4e-04  99.9845    page_alloc.c:685            vmlinux                  free_one_page
8        5555324       1.4e-04  99.9846    hrtimer.c:1019              vmlinux                  hrtimer_start_range_ns
8        5555332       1.4e-04  99.9848    list_sort.c:100             vmlinux                  list_sort
8        5555340       1.4e-04  99.9849    hpet.c:744                  vmlinux                  read_hpet
8        5555348       1.4e-04  99.9851    hooks.c:4379                vmlinux                  selinux_sock_graft
7        5555355       1.3e-04  99.9852    (no location information)   libc-2.16.so             _IO_no_init
7        5555362       1.3e-04  99.9853    (no location information)   libc-2.16.so             __dcigettext
7        5555369       1.3e-04  99.9854    (no location information)   libpthread-2.16.so       fcntl
7        5555376       1.3e-04  99.9856    extent.c:26                 redis-server             extent_tree_szad_nsearch
7        5555383       1.3e-04  99.9857    namespace.c:384             vmlinux                  __mnt_want_write_file
7        5555390       1.3e-04  99.9858    fbcon.c:403                 vmlinux                  cursor_timer_handler
7        5555397       1.3e-04  99.9859    entry_64.S:904              vmlinux                  exit_intr
7        5555404       1.3e-04  99.9861    file_table.c:425            vmlinux                  fget_raw_light
7        5555411       1.3e-04  99.9862    kthread.c:95                vmlinux                  kthread_data
7        5555418       1.3e-04  99.9863    core.c:2186                 vmlinux                  perf_event_context_sched_in
7        5555425       1.3e-04  99.9864    entry_64.S:917              vmlinux                  retint_check
7        5555432       1.3e-04  99.9866    tcp.c:2074                  vmlinux                  tcp_close
7        5555439       1.3e-04  99.9867    fair.c:3603                 vmlinux                  update_group_power
6        5555445       1.1e-04  99.9868    (no location information)   libc-2.16.so             getenv
6        5555451       1.1e-04  99.9869    (no location information)   libc-2.16.so             vsnprintf
6        5555457       1.1e-04  99.9870    base.c:83                   redis-server             base_node_alloc
6        5555463       1.1e-04  99.9871    chunk.c:141                 redis-server             chunk_alloc
6        5555469       1.1e-04  99.9872    namespace.c:443             vmlinux                  __mnt_drop_write_file
6        5555475       1.1e-04  99.9873    spinlock.c:336              vmlinux                  _raw_write_unlock_bh
6        5555481       1.1e-04  99.9875    eventpoll.c:388             vmlinux                  ep_call_nested.constprop.11
6        5555487       1.1e-04  99.9876    filemap.c:1349              vmlinux                  generic_segment_checks
6        5555493       1.1e-04  99.9877    page-writeback.c:244        vmlinux                  global_dirty_limits
6        5555499       1.1e-04  99.9878    inet_connection_sock.c:659  vmlinux                  inet_csk_destroy_sock
6        5555505       1.1e-04  99.9879    inet_hashtables.c:98        vmlinux                  inet_put_port
6        5555511       1.1e-04  99.9880    inode.c:125                 vmlinux                  inode_init_always
6        5555517       1.1e-04  99.9881    igmp.c:2287                 vmlinux                  ip_mc_drop_socket
6        5555523       1.1e-04  99.9882    radix-tree.c:568            vmlinux                  radix_tree_tag_clear
6        5555529       1.1e-04  99.9883    sock.c:2131                 vmlinux                  sk_stop_timer
5        5555534       9.0e-05  99.9884    (no location information)   libc-2.16.so             _IO_str_init_static_internal
5        5555539       9.0e-05  99.9885    (no location information)   libc-2.16.so             free
5        5555544       9.0e-05  99.9886    (no location information)   libc-2.16.so             setsockopt
5        5555549       9.0e-05  99.9887    ziplist.c:578               redis-server             __ziplistInsert
5        5555554       9.0e-05  99.9888    anet.c:79                   redis-server             anetTcpNoDelay
5        5555559       9.0e-05  99.9889    redis.c:691                 redis-server             trackOperationsPerSecond
5        5555564       9.0e-05  99.9889    multi.c:236                 redis-server             unwatchAllKeys
5        5555569       9.0e-05  99.9890    dcache.c:1404               vmlinux                  __d_instantiate
5        5555574       9.0e-05  99.9891    workqueue.c:980             vmlinux                  __queue_work
5        5555579       9.0e-05  99.9892    csum-partial_64.c:134       vmlinux                  csum_partial
5        5555584       9.0e-05  99.9893    huge_memory.c:702           vmlinux                  do_huge_pmd_anonymous_page
5        5555589       9.0e-05  99.9894    af_inet.c:692               vmlinux                  inet_accept
5        5555594       9.0e-05  99.9895    af_inet.c:722               vmlinux                  inet_getname
5        5555599       9.0e-05  99.9896    workqueue.c:921             vmlinux                  insert_work
5        5555604       9.0e-05  99.9897    lglock.c:20                 vmlinux                  lg_local_lock
5        5555609       9.0e-05  99.9898    core.c:636                  vmlinux                  perf_pmu_enable
5        5555614       9.0e-05  99.9898    huge_memory.c:616           vmlinux                  prepare_pmd_huge_pte
5        5555619       9.0e-05  99.9899    fair.c:4744                 vmlinux                  rebalance_domains
5        5555624       9.0e-05  99.9900    hooks.c:5253                vmlinux                  selinux_d_instantiate
5        5555629       9.0e-05  99.9901    hooks.c:4034                vmlinux                  selinux_socket_accept
5        5555634       9.0e-05  99.9902    tcp_cong.c:104              vmlinux                  tcp_cleanup_congestion_control
5        5555639       9.0e-05  99.9903    tcp_output.c:1347           vmlinux                  tcp_mtu_to_mss
5        5555644       9.0e-05  99.9904    tcp_output.c:2554           vmlinux                  tcp_send_fin
5        5555649       9.0e-05  99.9905    page-writeback.c:2226       vmlinux                  test_set_page_writeback
5        5555654       9.0e-05  99.9906    fs-writeback.c:63           vmlinux                  writeback_in_progress
4        5555658       7.2e-05  99.9906    (no location information)   libc-2.16.so             _IO_old_init
4        5555662       7.2e-05  99.9907    (no location information)   libc-2.16.so             __strlen_sse2
4        5555666       7.2e-05  99.9908    (no location information)   libc-2.16.so             snprintf
4        5555670       7.2e-05  99.9909    (no location information)   libpthread-2.16.so       close
4        5555674       7.2e-05  99.9909    anet.c:334                  redis-server             anetTcpAccept
4        5555678       7.2e-05  99.9910    chunk.c:302                 redis-server             chunk_dealloc
4        5555682       7.2e-05  99.9911    extent.c:39                 redis-server             extent_tree_ad_nsearch
4        5555686       7.2e-05  99.9911    extent.c:26                 redis-server             extent_tree_szad_insert
4        5555690       7.2e-05  99.9912    redis.c:294                 redis-server             redisLog
4        5555694       7.2e-05  99.9913    dcache.c:218                vmlinux                  __d_free
4        5555698       7.2e-05  99.9914    core.c:2290                 vmlinux                  __perf_event_task_sched_in
4        5555702       7.2e-05  99.9914    spinlock.c:304              vmlinux                  _raw_write_lock_bh
4        5555706       7.2e-05  99.9915    file_table.c:172            vmlinux                  alloc_file
4        5555710       7.2e-05  99.9916    inode.c:203                 vmlinux                  alloc_inode
4        5555714       7.2e-05  99.9916    core.c:1856                 vmlinux                  ctx_sched_out
4        5555718       7.2e-05  99.9917    vmstat.c:368                vmlinux                  dec_zone_page_state
4        5555722       7.2e-05  99.9918    traps.c:631                 vmlinux                  do_device_not_available
4        5555726       7.2e-05  99.9919    dcache.c:544                vmlinux                  dput
4        5555730       7.2e-05  99.9919    filemap.c:263               vmlinux                  filemap_fdatawait_range
4        5555734       7.2e-05  99.9920    find_next_bit.c:115         vmlinux                  find_first_bit
4        5555738       7.2e-05  99.9921    rcutree.c:1730              vmlinux                  force_quiescent_state
4        5555742       7.2e-05  99.9922    inode_mark.c:88             vmlinux                  fsnotify_clear_marks_by_inode
4        5555746       7.2e-05  99.9922    core.c:6167                 vmlinux                  group_balance_cpu
4        5555750       7.2e-05  99.9923    time.c:429                  vmlinux                  msecs_to_jiffies
4        5555754       7.2e-05  99.9924    perf_event.h:1224           vmlinux                  perf_event_task_sched_out
4        5555758       7.2e-05  99.9924    workqueue.c:1090            vmlinux                  queue_work_on
4        5555762       7.2e-05  99.9925    hrtimer.c:1849              vmlinux                  schedule_hrtimeout_range
4        5555766       7.2e-05  99.9926    sd.c:1458                   vmlinux                  sd_done
4        5555770       7.2e-05  99.9927    security.c:1091             vmlinux                  security_socket_accept
4        5555774       7.2e-05  99.9927    hooks.c:4076                vmlinux                  selinux_socket_setsockopt
4        5555778       7.2e-05  99.9928    socket.c:514                vmlinux                  sock_release
4        5555782       7.2e-05  99.9929    socket.c:1811               vmlinux                  sys_setsockopt
4        5555786       7.2e-05  99.9929    tcp_input.c:5934            vmlinux                  tcp_rcv_state_process
4        5555790       7.2e-05  99.9930    tcp.c:1967                  vmlinux                  tcp_set_state
4        5555794       7.2e-05  99.9931    tcp_metrics.c:325           vmlinux                  tcp_update_metrics
4        5555798       7.2e-05  99.9932    tcp_ipv4.c:1933             vmlinux                  tcp_v4_destroy_sock
4        5555802       7.2e-05  99.9932    xfrm_policy.c:1784          vmlinux                  xfrm_lookup
3        5555805       5.4e-05  99.9933    networking.c:543            redis-server             acceptTcpHandler
3        5555808       5.4e-05  99.9933    networking.c:52             redis-server             createClient
3        5555811       5.4e-05  99.9934    dict.c:529                  redis-server             dictNext
3        5555814       5.4e-05  99.9934    adlist.c:286                redis-server             listSearchKey
3        5555817       5.4e-05  99.9935    blk-merge.c:117             vmlinux                  __blk_segment_map_sg
3        5555820       5.4e-05  99.9936    file_table.c:227            vmlinux                  __fput
3        5555823       5.4e-05  99.9936    getuser.S:64                vmlinux                  __get_user_4
3        5555826       5.4e-05  99.9937    inet_timewait_sock.c:128    vmlinux                  __inet_twsk_hashdance
3        5555829       5.4e-05  99.9937    wait.c:282                  vmlinux                  bit_waitqueue
3        5555832       5.4e-05  99.9938    timer.c:1090                vmlinux                  cascade
3        5555835       5.4e-05  99.9938    page-writeback.c:2139       vmlinux                  clear_page_dirty_for_io
3        5555838       5.4e-05  99.9939    printk.c:2136               vmlinux                  console_conditional_schedule
3        5555841       5.4e-05  99.9939    cpumask.h:266               vmlinux                  cpumask_clear_cpu
3        5555844       5.4e-05  99.9940    csum-copy_64.S:51           vmlinux                  csum_partial_copy_generic
3        5555847       5.4e-05  99.9940    dcache.c:386                vmlinux                  d_kill
3        5555850       5.4e-05  99.9941    dcache.c:1380               vmlinux                  d_set_d_op
3        5555853       5.4e-05  99.9942    futex.c:2644                vmlinux                  do_futex
3        5555856       5.4e-05  99.9942    eventpoll.c:642             vmlinux                  ep_remove
3        5555859       5.4e-05  99.9943    workqueue.c:511             vmlinux                  get_cwq
3        5555862       5.4e-05  99.9943    hrtimer.c:1079              vmlinux                  hrtimer_cancel
3        5555865       5.4e-05  99.9944    vmstat.c:362                vmlinux                  inc_zone_page_state
3        5555868       5.4e-05  99.9944    inet_timewait_sock.c:174    vmlinux                  inet_twsk_alloc
3        5555871       5.4e-05  99.9945    inet_timewait_sock.c:115    vmlinux                  inet_twsk_put
3        5555874       5.4e-05  99.9945    inet_hashtables.c:433       vmlinux                  inet_unhash
3        5555877       5.4e-05  99.9946    ip_output.c:1485            vmlinux                  ip_send_unicast_reply
3        5555880       5.4e-05  99.9946    entry_64.S:852              vmlinux                  irq_entries_start
3        5555883       5.4e-05  99.9947    entry_64.S:941              vmlinux                  irq_return
3        5555886       5.4e-05  99.9947    locks.c:2060                vmlinux                  locks_remove_flock
3        5555889       5.4e-05  99.9948    namespace.c:909             vmlinux                  mntget
3        5555892       5.4e-05  99.9949    fair.c:4927                 vmlinux                  run_rebalance_domains
3        5555895       5.4e-05  99.9949    hooks.c:3205                vmlinux                  selinux_file_fcntl
3        5555898       5.4e-05  99.9950    netlabel.c:142              vmlinux                  selinux_netlbl_sk_security_free
3        5555901       5.4e-05  99.9950    hooks.c:4347                vmlinux                  selinux_sk_free_security
3        5555904       5.4e-05  99.9951    stream.c:187                vmlinux                  sk_stream_kill_queues
3        5555907       5.4e-05  99.9951    socket.c:467                vmlinux                  sock_alloc
3        5555910       5.4e-05  99.9952    sock.c:1565                 vmlinux                  sock_wmalloc
3        5555913       5.4e-05  99.9952    socket.c:443                vmlinux                  sockfd_lookup_light
3        5555916       5.4e-05  99.9953    socket.c:1583               vmlinux                  sys_accept
3        5555919       5.4e-05  99.9953    task_work.c:7               vmlinux                  task_work_add
3        5555922       5.4e-05  99.9954    tcp_metrics.c:282           vmlinux                  tcp_get_metrics
3        5555925       5.4e-05  99.9954    tcp_output.c:1441           vmlinux                  tcp_sync_mss
3        5555928       5.4e-05  99.9955    tcp_ipv4.c:727              vmlinux                  tcp_v4_send_ack
3        5555931       5.4e-05  99.9956    tcp_ipv4.c:601              vmlinux                  tcp_v4_send_reset
3        5555934       5.4e-05  99.9956    workqueue.c:686             vmlinux                  wake_up_worker
2        5555936       3.6e-05  99.9956    (no location information)   libc-2.16.so             _IO_setb
2        5555938       3.6e-05  99.9957    (no location information)   libc-2.16.so             __memcpy_sse2
2        5555940       3.6e-05  99.9957    (no location information)   libc-2.16.so             __mempcpy_sse2
2        5555942       3.6e-05  99.9958    (no location information)   libpthread-2.16.so       pthread_rwlock_unlock
2        5555944       3.6e-05  99.9958    anet.c:61                   redis-server             anetNonBlock
2        5555946       3.6e-05  99.9958    chunk_mmap.c:210            redis-server             chunk_dealloc_mmap
2        5555948       3.6e-05  99.9959    adlist.c:42                 redis-server             listCreate
2        5555950       3.6e-05  99.9959    t_list.c:178                redis-server             listTypeGet
2        5555952       3.6e-05  99.9959    bitmap.c:235                vmlinux                  __bitmap_intersects
2        5555954       3.6e-05  99.9960    page_alloc.c:722            vmlinux                  __free_pages_ok
2        5555956       3.6e-05  99.9960    module.c:948                vmlinux                  __module_get
2        5555958       3.6e-05  99.9960    rbtree.c:51                 vmlinux                  __rb_rotate_right
2        5555960       3.6e-05  99.9961    io_apic.c:2408              vmlinux                  ack_apic_edge
2        5555962       3.6e-05  99.9961    wait.c:23                   vmlinux                  add_wait_queue
2        5555964       3.6e-05  99.9961    blk-core.c:2412             vmlinux                  blk_finish_request
2        5555966       3.6e-05  99.9962    blk-core.c:2218             vmlinux                  blk_update_request
2        5555968       3.6e-05  99.9962    cgroup.c:1771               vmlinux                  cgroup_path
2        5555970       3.6e-05  99.9963    signal.c:781                vmlinux                  do_notify_resume
2        5555972       3.6e-05  99.9963    eventpoll.c:523             vmlinux                  ep_unregister_pollwait.isra.7
2        5555974       3.6e-05  99.9963    inode.c:1616                vmlinux                  file_remove_suid
2        5555976       3.6e-05  99.9964    filemap.c:957               vmlinux                  find_get_pages_tag
2        5555978       3.6e-05  99.9964    huge_memory.c:807           vmlinux                  get_pmd_huge_pte
2        5555980       3.6e-05  99.9964    vmscan.c:3021               vmlinux                  global_reclaimable_pages
2        5555982       3.6e-05  99.9965    chip.c:480                  vmlinux                  handle_edge_irq
2        5555984       3.6e-05  99.9965    ip_options.c:91             vmlinux                  ip_options_echo
2        5555986       3.6e-05  99.9965    ip_output.c:1385            vmlinux                  ip_push_pending_frames
2        5555988       3.6e-05  99.9966    core.c:3506                 vmlinux                  mutex_spin_on_owner
2        5555990       3.6e-05  99.9966    core.c:4595                 vmlinux                  perf_event_mmap
2        5555992       3.6e-05  99.9967    signal.c:859                vmlinux                  prepare_signal
2        5555994       3.6e-05  99.9967    swap.c:79                   vmlinux                  put_compound_page
2        5555996       3.6e-05  99.9967    radix-tree.c:813            vmlinux                  radix_tree_range_tag_if_tagged
2        5555998       3.6e-05  99.9968    entry_64.S:914              vmlinux                  retint_with_reschedule
2        5556000       3.6e-05  99.9968    security.c:991              vmlinux                  security_d_instantiate
2        5556002       3.6e-05  99.9968    security.c:304              vmlinux                  security_inode_alloc
2        5556004       3.6e-05  99.9969    security.c:1122             vmlinux                  security_socket_setsockopt
2        5556006       3.6e-05  99.9969    hooks.c:3035                vmlinux                  selinux_file_alloc_security
2        5556008       3.6e-05  99.9969    hooks.c:3040                vmlinux                  selinux_file_free_security
2        5556010       3.6e-05  99.9970    hooks.c:2555                vmlinux                  selinux_inode_free_security
2        5556012       3.6e-05  99.9970    socket.c:350                vmlinux                  sock_alloc_file
2        5556014       3.6e-05  99.9970    socket.c:1116               vmlinux                  sock_close
2        5556016       3.6e-05  99.9971    swiotlb.c:807               vmlinux                  swiotlb_map_sg_attrs
2        5556018       3.6e-05  99.9971    socket.c:1509               vmlinux                  sys_accept4
2        5556020       3.6e-05  99.9972    tcp_input.c:734             vmlinux                  tcp_init_cwnd
2        5556022       3.6e-05  99.9972    tcp_minisocks.c:92          vmlinux                  tcp_timewait_state_process
2        5556024       3.6e-05  99.9972    core.c:789                  vmlinux                  update_context_time.isra.43
2        5556026       3.6e-05  99.9973    inode.c:1507                vmlinux                  update_time
2        5556028       3.6e-05  99.9973    futex.c:843                 vmlinux                  wake_futex
1        5556029       1.8e-05  99.9973    (no location information)   libpthread-2.16.so       __accept_nocancel
1        5556030       1.8e-05  99.9973    (no location information)   libpthread-2.16.so       pthread_cond_signal@@GLIBC_2.3.2
1        5556031       1.8e-05  99.9974    (no location information)   libpthread-2.16.so       pthread_rwlock_rdlock
1        5556032       1.8e-05  99.9974    networking.c:517            redis-server             acceptCommonHandler
1        5556033       1.8e-05  99.9974    anet.c:317                  redis-server             anetGenericAccept
1        5556034       1.8e-05  99.9974    aof.c:160                   redis-server             aof_background_fsync
1        5556035       1.8e-05  99.9974    base.c:101                  redis-server             base_node_dealloc
1        5556036       1.8e-05  99.9974    bio.c:124                   redis-server             bioCreateBackgroundJob
1        5556037       1.8e-05  99.9975    dict.c:176                  redis-server             dictCreate
1        5556038       1.8e-05  99.9975    dict.c:509                  redis-server             dictGetIterator
1        5556039       1.8e-05  99.9975    dict.c:474                  redis-server             dictRelease
1        5556040       1.8e-05  99.9975    dict.c:561                  redis-server             dictReleaseIterator
1        5556041       1.8e-05  99.9975    extent.c:39                 redis-server             extent_tree_ad_prev
1        5556042       1.8e-05  99.9976    multi.c:41                  redis-server             freeClientMultiState
1        5556043       1.8e-05  99.9976    huge.c:27                   redis-server             huge_palloc
1        5556044       1.8e-05  99.9976    multi.c:36                  redis-server             initClientMultiState
1        5556045       1.8e-05  99.9976    adlist.c:179                redis-server             listGetIterator
1        5556046       1.8e-05  99.9976    adlist.c:198                redis-server             listRewind
1        5556047       1.8e-05  99.9976    replication.c:742           redis-server             replicationCron
1        5556048       1.8e-05  99.9977    ziplist.c:746               redis-server             ziplistGet
1        5556049       1.8e-05  99.9977    ziplist.c:429               redis-server             ziplistResize
1        5556050       1.8e-05  99.9977    dcache.c:441                vmlinux                  __d_drop
1        5556051       1.8e-05  99.9977    inode.c:232                 vmlinux                  __destroy_inode
1        5556052       1.8e-05  99.9977    blk-core.c:781              vmlinux                  __freed_request
1        5556053       1.8e-05  99.9978    devinet.c:138               vmlinux                  __ip_dev_find
1        5556054       1.8e-05  99.9978    swap.c:47                   vmlinux                  __page_cache_release.part.9
1        5556055       1.8e-05  99.9978    huge_memory.c:1142          vmlinux                  __pmd_trans_huge_lock
1        5556056       1.8e-05  99.9978    sock.c:1282                 vmlinux                  __sk_free
1        5556057       1.8e-05  99.9978    wait.c:196                  vmlinux                  __wait_on_bit
1        5556058       1.8e-05  99.9978    random.c:488                vmlinux                  _mix_pool_bytes
1        5556059       1.8e-05  99.9979    tcp_metrics.c:86            vmlinux                  addr_same
1        5556060       1.8e-05  99.9979    libahci.c:1469              vmlinux                  ahci_qc_prep
1        5556061       1.8e-05  99.9979    libata-core.c:4840          vmlinux                  ata_qc_complete
1        5556062       1.8e-05  99.9979    libata-core.c:4987          vmlinux                  ata_qc_issue
1        5556063       1.8e-05  99.9979    libata-core.c:4722          vmlinux                  ata_qc_new_init
1        5556064       1.8e-05  99.9979    libata-scsi.c:3221          vmlinux                  ata_scsi_queuecmd
1        5556065       1.8e-05  99.9980    libata-core.c:4529          vmlinux                  ata_sg_clean
1        5556066       1.8e-05  99.9980    libata-core.c:547           vmlinux                  ata_tf_to_fis
1        5556067       1.8e-05  99.9980    avc.c:783                   vmlinux                  avc_policy_seqno
1        5556068       1.8e-05  99.9980    bio.c:673                   vmlinux                  bio_add_page
1        5556069       1.8e-05  99.9980    bitblit.c:146               vmlinux                  bit_putcs
1        5556070       1.8e-05  99.9981    cfbfillrect.c:37            vmlinux                  bitfill_aligned
1        5556071       1.8e-05  99.9981    blk-merge.c:162             vmlinux                  blk_rq_map_sg
1        5556072       1.8e-05  99.9981    cfq-iosched.c:3616          vmlinux                  cfq_completed_request
1        5556073       1.8e-05  99.9981    cfq-iosched.c:2391          vmlinux                  cfq_dispatch_insert
1        5556074       1.8e-05  99.9981    cfq-iosched.c:2920          vmlinux                  cfq_dispatch_requests
1        5556075       1.8e-05  99.9981    cfq-iosched.c:1112          vmlinux                  cfq_find_next_rq
1        5556076       1.8e-05  99.9982    cfq-iosched.c:2966          vmlinux                  cfq_put_queue
1        5556077       1.8e-05  99.9982    cfq-iosched.c:3743          vmlinux                  cfq_put_request
1        5556078       1.8e-05  99.9982    fib_trie.c:1351             vmlinux                  check_leaf.isra.8
1        5556079       1.8e-05  99.9982    fair.c:2892                 vmlinux                  check_preempt_wakeup
1        5556080       1.8e-05  99.9982    eventpoll.c:1610            vmlinux                  clear_tfile_check_list
1        5556081       1.8e-05  99.9983    clocksource.c:247           vmlinux                  clocksource_watchdog
1        5556082       1.8e-05  99.9983    printk.c:2029               vmlinux                  console_unlock
